gisId,municipality,sourceLayer,sourceCrs,parkNameEn,parkNameAr,parkType,parkAreaSqm,roadNameEn,roadNameAr,yearOpen,xCoord,yCoord,latitude,longitude
DRM_0003,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,12000.0019689,Al Witayyid St,شارع الوِتَيِّد,1900-01-01 00:00:00+00:00,775755.1565,2615928.19965,23.630509724305565,53.70281365329196
DRM_0004,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,12000.0019689,Wishaha St,شارع وِشَاحَة,1900-01-01 00:00:00+00:00,775778.84,2616734.62315,23.637781731948262,53.70319506954934
DRM_0005,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,14744.70245013,Al Ghareer St,شارع الغَرِيرُ,1900-01-01 00:00:00+00:00,767113.04970546,2618475.51336106,23.65494717576552,53.61863546089607
DRM_0006,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,6107.00233394,Al 'Ubour St,شارع العبور,1900-01-01 00:00:00+00:00,766870.01163682,2618338.70656472,23.65375304559421,53.616230271014075
DRM_0007,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,14853.79827951,Al Ghanimeen St,شارع الغَانِمِين,1900-01-01 00:00:00+00:00,767047.20606173,2618094.99907121,23.651524575218318,53.6179221787288
DRM_0008,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,6158.9390216,Al Nawamees St,شارع النَّوامِيس,1900-01-01 00:00:00+00:00,767298.53506871,2618236.54576327,23.65276026973983,53.62040945803148
DRM_0009,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,4000.61184861,Al Asdiqa St,شارع الأصْدِقاء,1900-01-01 00:00:00+00:00,775591.4888122,2620076.64360059,23.667966774739206,53.701979280944556
DRM_0010,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,13810.44857723,Al Mabkhout St,شارع المَبْخُوت,1900-01-01 00:00:00+00:00,751303.90430211,2664523.02760953,24.073021838573116,53.47164424525186
DRM_0011,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,29999.98551255,Al Marabi' St,شارع المَرابع,1900-01-01 00:00:00+00:00,777375.17905,2613613.23215,23.609345480530408,53.71824719813752
DRM_0012,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,4197.47192439,Al Ihtiram St,شارع الاحترام,1900-01-01 00:00:00+00:00,776605.13546913,2615460.85661107,23.62612043758091,53.71106000941412
DRM_0013,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,23462.14373926,Al Sahwah St,شارع الصَّحْوَة,1900-01-01 00:00:00+00:00,775326.51009803,2620056.20925526,23.667828766134622,53.69938064090733
DRM_0014,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,9360.25248384,Al Samir St,شارع السَّامِر,1900-01-01 00:00:00+00:00,776512.09253961,2614581.47718113,23.61820866970243,53.709978402252396
DRM_0015,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,10624.00629131,Al Sahabah St,شارع الصَّحَابة,1900-01-01 00:00:00+00:00,774481.71244749,2617155.95454236,23.64180432122129,53.690569250413354
DRM_0016,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,15430.85109912,Al Musalli St,شارع المُصَلِّي,1900-01-01 00:00:00+00:00,776461.53962607,2613549.22474503,23.60893513091902,53.70925841607072
DRM_0017,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,9377.8586883,Al Ibtisamah,الابتِسامة,1900-01-01 00:00:00+00:00,775395.91694209,2619301.63359116,23.661009791129782,53.69991825802664
DRM_0018,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,7579.38042717,Al Furousiyyah St,شارع الفُرُوسِيَّة,1900-01-01 00:00:00+00:00,776730.31221932,2619199.87434576,23.659881463917912,53.712948251562416
DRM_0019,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,15196.16390473,Al Khibeesi St,شارع الخِبِيصِي,1900-01-01 00:00:00+00:00,776516.14266391,2619105.97639235,23.659054538438834,53.710850472912405
DRM_0020,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,24264.59016006,Al Khibeesi St,شارع الخِبِيصِي,1900-01-01 00:00:00+00:00,776214.5544203,2618972.8531443,23.65789240406579,53.707870123253024
DRM_0021,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,12691.6644061,Al Musanid St,شارع المُسَانِد,1900-01-01 00:00:00+00:00,775532.61022449,2614317.78868544,23.61598182871604,53.70036322277105
DRM_0022,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,57827.04107563,Al Bayda-a St,شارع البيضاء,1900-01-01 00:00:00+00:00,775096.25620866,2618358.55569314,23.652559099540927,53.69672524885661
DRM_0023,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,4260.10395477,Villa 1A to 10,N/A,1900-01-01 00:00:00+00:00,777005.86035,2618980.4192,23.657834400880915,53.71563035625583
DRM_0024,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,12000.0019689,Al Masoun St,شارع المَصُون,1900-01-01 00:00:00+00:00,775613.0315,2616260.55245,23.633532681098902,53.70148338134165
DRM_0025,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,11999.99724579,Al Masoun St,شارع المَصُون,1900-01-01 00:00:00+00:00,775463.3674,2616609.5939,23.636707492863493,53.7000823106882
DRM_0026,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,50476.57722165,Al 'Ula St,شارع العلا,1900-01-01 00:00:00+00:00,767609.59784881,2617853.0248043,23.64925663406585,53.62339108190942
DRM_0027,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,94595.03173159,Sheikha Salama Bint Butti Rd,طريق الشيخة سلامة بنت بطي,1900-01-01 00:00:00+00:00,777495.75028523,2613811.44027274,23.611113257179838,53.71947717781564
DRM_0028,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1974.01201116,Al Qayrawan St,شارع القَيرَوَان,1900-01-01 00:00:00+00:00,775677.35916099,2617212.00427147,23.6421122180953,53.70228813417152
DRM_0029,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,27560.59120093,Al Bayda-a St,شارع البيضاء,1900-01-01 00:00:00+00:00,774246.97320721,2618373.09482411,23.652861452584222,53.688411691853695
DRM_0030,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,6472.03983229,Ash Shahouf,الشَّاحُوف,1900-01-01 00:00:00+00:00,754521.78034805,2667377.03226109,24.09826056925655,53.50377550435594
DRM_0031,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,19272.48799969,Al Bandar St,البندر شارع,1900-01-01 00:00:00+00:00,755938.67529791,2666594.35604425,24.090933164235153,53.517557242975194
DRM_0032,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,19041.84031965,Al Qurm,القُرم,1900-01-01 00:00:00+00:00,755174.64798548,2666936.73053756,24.0941729884002,53.510200300551425
DRM_0033,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,92236.01642776,N/A,N/A,1900-01-01 00:00:00+00:00,752023.35369763,2666507.30376589,24.09085141259916,53.479076250266004
DRM_0034,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,8661.19714838,N/A,N/A,1900-01-01 00:00:00+00:00,750892.92408227,2663728.04235072,24.065912297483145,53.46746569207026
DRM_0035,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,13226.77740258,Al Fikr St,شارع الفكر,1900-01-01 00:00:00+00:00,753799.61107599,2665946.99333027,24.085471327022983,53.496420358544114
DRM_0036,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,299.99942537,Al Shabab St,شارع الشَّبَاب,1900-01-01 00:00:00+00:00,633049.4222383,2705716.73765548,24.459359675817012,52.31273744793219
DRM_0037,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1630.68306947,Al Ansar St,شارع الأَنْصَار,1900-01-01 00:00:00+00:00,632571.82013298,2710824.90190216,24.5055204796978,52.30848954201927
DRM_0038,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,299.99913529,Al Hudhoudh St,شارع الحُظُوظْ,1900-01-01 00:00:00+00:00,633395.84355,2706788.06955,24.469003382298858,52.31625528141228
DRM_0039,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,30291.31120846,Al Huwad St,شارع الحُوَاد,1900-01-01 00:00:00+00:00,633395.38554126,2707134.08696558,24.472260044415727,52.316333058531015
DRM_0040,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,299.99958687,Al Bashiq St,شارع البَاشِق,1900-01-01 00:00:00+00:00,633983.12126077,2709804.3166052,24.496187403545843,52.32233356053427
DRM_0041,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,9085.84364106,Al Shuweehat St,شارع الشُّوِيهَات,1900-01-01 00:00:00+00:00,633109.36510216,2706200.79791156,24.463725292199886,52.31337408689656
DRM_0042,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,5444.75440693,Al Bashiq St,شارع البَاشِق,1900-01-01 00:00:00+00:00,633944.48227524,2709859.37604249,24.496687798950887,52.32196066027198
DRM_0043,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,3850.13308766,Bilji‘an St,شارع بِلْجِعان,1900-01-01 00:00:00+00:00,634030.41159204,2709442.93649672,24.492920310728717,52.322766052563075
DRM_0044,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,4000.00135531,Al Siniari St,شارع السنياري,1900-01-01 00:00:00+00:00,633931.57395101,2709616.86095384,24.49449926671528,52.32180722954834
DRM_0045,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2209.96155895,Um Al Shuwaheen St,شارع أم الشُّوَاهِين,1900-01-01 00:00:00+00:00,633082.91634847,2707222.25953344,24.472947262557078,52.31319271522257
DRM_0046,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,107905.8720462,Al Yasat St,شارع اليَاسَات,1900-01-01 00:00:00+00:00,577774.6973962,2661853.39453762,24.06700059279959,51.76505935481884
DRM_0047,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,13811.02683624,Al Basheer St,شارع البشير,1900-01-01 00:00:00+00:00,577623.7835065,2663784.7979217,24.084427030494155,51.76366284152413
DRM_0048,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1814.19957505,Al 'Araf St,شارع العَرَف,1900-01-01 00:00:00+00:00,576892.88544107,2661406.78992122,24.06298844284269,51.756356384452765
DRM_0049,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1814.1964209,Al Sarra St,شارع السَرَّاء,1900-01-01 00:00:00+00:00,576856.09906371,2660988.33612243,24.059212234883287,51.75595449426485
DRM_0050,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1714.20151129,Al Zaman St,شارع الزمن,1900-01-01 00:00:00+00:00,576828.12314848,2660587.61036596,24.055579136709845,51.755657028005444
DRM_0051,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1814.19958825,Al Zaman St,شارع الزمن,1900-01-01 00:00:00+00:00,576198.16827117,2660632.23872388,24.056017116991235,51.74948120083092
DRM_0052,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1176.86254788,Al Sarra St,شارع السَرَّاء,1900-01-01 00:00:00+00:00,576537.18021102,2661010.12180092,24.059419427119973,51.75282753753178
DRM_0053,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1814.16996785,Al Akhyar St,شارع الأَخْيَار,1900-01-01 00:00:00+00:00,576245.43255861,2661452.01305603,24.063429454483956,51.7499726678841
DRM_0054,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1714.21632967,Al Sarra St,شارع السَرَّاء,1900-01-01 00:00:00+00:00,576226.22367145,2661033.04243555,24.05965163168648,51.74978006617245
DRM_0055,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,16163.79392041,Dohat Al Sila' St,شارع دَوْحَة السِّلع,1900-01-01 00:00:00+00:00,576991.14484735,2662857.64689585,24.07608231587049,51.75739022211
DRM_0056,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,17221.22630633,Al Meena St,شارع الميناء,1900-01-01 00:00:00+00:00,576654.49282596,2662885.74575562,24.076354676186803,51.75408036893584
DRM_0057,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,17462.97543607,Marabi' Al Sila' St,شارع مرابِع السِّلع,1900-01-01 00:00:00+00:00,576627.79898867,2662509.70985785,24.07295832257526,51.7537966113272
DRM_0058,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,16771.98481124,Dohat Al Sila' St,شارع دَوْحَة السِّلع,1900-01-01 00:00:00+00:00,576965.64785421,2662507.65424615,24.072927246449545,51.75712236928298
DRM_0059,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,8960.49977147,Marabi' Al Sila' St,شارع مرابِع السِّلع,1900-01-01 00:00:00+00:00,576606.10641226,2662195.98132586,24.070126089942804,51.75356801996679
DRM_0060,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,8835.22025203,Al Dheeb St,شارع الذيب,1900-01-01 00:00:00+00:00,576942.18420217,2662151.60527151,24.0697095734517,51.75686954958529
DRM_0061,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,7918.25104042,Al Dheeb St,شارع الذيب,1900-01-01 00:00:00+00:00,576584.86455038,2661890.89951126,24.067371971509868,51.753343103595
DRM_0062,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,8112.08731969,Al Dheeb St,شارع الذيب,1900-01-01 00:00:00+00:00,576920.89686409,2661853.31418513,24.06701670849984,51.75664209857965
DRM_0063,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,299.99921518,N/A,N/A,1900-01-01 00:00:00+00:00,577182.3848,2663428.55915,24.081229971554336,51.75930198337631
DRM_0064,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,299.99980495,Al Jadeed St,شارع الجديد,1900-01-01 00:00:00+00:00,577605.08208816,2663520.99625551,24.08204410622464,51.763465035709906
DRM_0065,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,300.03596103,Al Mu'tali St,شارع المُعْتَلي,1900-01-01 00:00:00+00:00,577748.86469887,2661349.48759555,24.062425281596237,51.764763149729966
DRM_0066,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1600.59196613,Al Zaman St,شارع الزمن,1900-01-01 00:00:00+00:00,576501.2510885,2660609.08307989,24.05579091806087,51.752466974205284
DRM_0067,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1157.27755107,N/A,N/A,1900-01-01 00:00:00+00:00,652118.53396934,2620308.38075207,23.68644774176518,52.49188697808965
DRM_0068,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,3914.9516504,Al Manoual St,شارع المَنْوَال,1900-01-01 00:00:00+00:00,659811.93130711,2631044.36277932,23.78263990309368,52.568477842872376
DRM_0069,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2015.53105347,Razim St,شارع رازم,1900-01-01 00:00:00+00:00,661848.96494055,2632629.08835292,23.796745475946523,52.58863809718674
DRM_0070,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,10216.41370491,Al 'Ismah St,شارع العِصْمَة,1900-01-01 00:00:00+00:00,659938.79512906,2630343.36273161,23.776311427220183,52.569647557760604
DRM_0071,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,5292.92817533,Al Khaleej,الخَلِيج,1900-01-01 00:00:00+00:00,682535.36479401,2646281.80617798,23.91776203059214,52.79331388480786
DRM_0072,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,34509.13654736,Al Mryhan St,شارع المريحان,1900-01-01 00:00:00+00:00,683031.20573993,2645858.88718999,23.913841153071985,52.79806353833127
DRM_0073,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,29588.92760016,Al Zahi,الزاهي,1900-01-01 00:00:00+00:00,683041.40344677,2645087.16051726,23.90709706558695,52.798097172311195
DRM_0074,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2521.6000548,Widheel St,شارع وذِيل,1900-01-01 00:00:00+00:00,660314.14740963,2630447.41763806,23.777199861368917,52.57334054523279
DRM_0075,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,923.61387516,Al Za'faraniyah St,شارع الزعفرانية,1900-01-01 00:00:00+00:00,662137.20614028,2632633.55016653,23.796755224923423,52.59146731096682
DRM_0076,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,53623.91642591,Al Rawaya St,شارع الروايا,1900-01-01 00:00:00+00:00,685550.61815723,2636017.67877847,23.824847216010426,52.821677377547836
DRM_0077,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,51812.8212952,Ghayathi Rd,طريق غِيَّاثِي,1900-01-01 00:00:00+00:00,684180.61631921,2637201.27928094,23.835610270326203,52.80831760108235
DRM_0078,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2080.05642738,Marabi' Ghiyathi St,شارع مَرابِع غِياثي,1900-01-01 00:00:00+00:00,683102.33249026,2644259.27897415,23.899450309365257,52.798627678928256
DRM_0079,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,15253.00525237,Al Ikhtiyar St,شارع الإِخْتِيار,1900-01-01 00:00:00+00:00,682899.54154177,2643021.04494056,23.88824458070622,52.79659231650495
DRM_0080,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,12223.47530164,Al Rasikhah St,شارع الراسخة,1900-01-01 00:00:00+00:00,684523.60572674,2639231.67856997,23.853900325041028,52.811948986464444
DRM_0081,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1702.95852224,Al Intaj St,شارع الإِنْتاج,1900-01-01 00:00:00+00:00,815864.84078231,2553577.53746875,23.0607709944731,54.08250724429683
DRM_0082,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2025.0001373,Al Hadiyah St,شارع الهَدِيَة,1900-01-01 00:00:00+00:00,805411.17864074,2561091.05354889,23.130507015685165,53.982096295323636
DRM_0083,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1000.69919938,dasm St,شارع دسم,1900-01-01 00:00:00+00:00,764369.40609231,2557831.59853775,23.10817449665349,53.58113715154456
DRM_0084,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2079.9987778,Al Daye St,شارع الضي,1900-01-01 00:00:00+00:00,829616.83674229,2546443.05350569,22.993750694679516,54.21502487332912
DRM_0085,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,360.00022017,Al Fina-a St,شارع الفناء,1900-01-01 00:00:00+00:00,767213.2587,2558800.36695,23.116448455621644,53.60904434230133
DRM_0086,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1764.20712214,Al Hada-iq St,شارع الحَدائِق,1900-01-01 00:00:00+00:00,808995.80179075,2556435.97329679,23.087845505551183,54.01611185134905
DRM_0087,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1203.86981193,Al Qaraba St,شارع القرابة,1900-01-01 00:00:00+00:00,799882.1301974,2559679.90119235,23.118787879465255,53.92788803251887
DRM_0088,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2039.40923356,Al Yaqeen St,شارع اليَقِين,1900-01-01 00:00:00+00:00,766396.7475326,2558415.19357975,23.113095134395632,53.60095983078545
DRM_0089,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2801.96648823,Al Suwwah St,شارع السُوَّاح,1900-01-01 00:00:00+00:00,785940.09935229,2559431.11845033,23.118978920842956,53.79185863037243
DRM_0090,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,299.99971233,Al Iltizam St,شارع الإِلْتِزام,1900-01-01 00:00:00+00:00,789319.0821,2560988.347,23.13247316846326,53.82510210745236
DRM_0091,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,3600.00229051,Al Dhahabi St,شارع ذهبي,1900-01-01 00:00:00+00:00,838474.89867183,2543128.47275841,22.96209657362916,54.300574211231705
DRM_0092,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,8157.72151163,Al Finjan St,شارع الفُنْجَان,1900-01-01 00:00:00+00:00,797533.1038927,2561528.27545988,23.13590901040041,53.905335510276174
DRM_0093,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1362.58732326,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.09785715488311,53.5011307022562
DRM_0094,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2469.76440515,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.096042071158394,53.505590442396716
DRM_0095,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2503.9427668,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.095558199320916,53.50638975060954
DRM_0096,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1850.36466163,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.093662609603182,53.50835441724538
DRM_0097,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2454.32960935,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.0924087406563,53.51286471544772
DRM_0098,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2085.01542479,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.093056336362174,53.51447338599518
DRM_0099,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1987.28869164,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.093049229333573,53.51552442546324
DRM_0100,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,2607.88650814,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.09063715623579,53.51385432118596
DRM_0101,DRM,PARK_Al_Dhafra,EPSG:32639,,,Local,1344.42537615,,,1900-01-01 00:00:00+00:00,0.0,0.0,24.08948348118161,53.51592075936781
DRM_0102,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,25693.44238573,,,1900-01-01 00:00:00+00:00,0.0,0.0,23.131946214100754,53.80121662532814
DRM_0103,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,24126.21314013,,,1900-01-01 00:00:00+00:00,0.0,0.0,23.131053031173714,53.79673587902617
