gisId,municipality,sourceLayer,sourceCrs,parkNameEn,parkNameAr,parkType,parkAreaSqm,roadNameEn,roadNameAr,yearOpen,xCoord,yCoord,latitude,longitude
AAM_0064,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1177.46936035,,,1900-01-01 00:00:00+00:00,371739.65563041,2664544.55293559,24.087987450794014,55.73818288353109
AAM_0065,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,2389.13720703,,,1900-01-01 00:00:00+00:00,372146.66190626,2661883.36578595,24.06397881507265,55.74243207970071
AAM_0066,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,2267.7166748,,,1900-01-01 00:00:00+00:00,370946.33159328,2661756.4994847,24.06273882574263,55.73061815774232
AAM_0067,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1541.57446289,,,1900-01-01 00:00:00+00:00,371483.4688769,2661833.78482527,24.063479522409263,55.73591259324475
AAM_0068,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,2366.79815674,,,1900-01-01 00:00:00+00:00,371747.4298639,2662268.45084922,24.067444242463672,55.738471869035
AAM_0069,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,6277.18304443,,,1900-01-01 00:00:00+00:00,372362.28119313,2662964.62725644,24.073732260040675,55.74444328937278
AAM_0070,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1847.80230713,,,1900-01-01 00:00:00+00:00,371390.89797034,2662581.12352705,24.07020193122168,55.734936543708194
AAM_0071,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,5492.66693115,,,1900-01-01 00:00:00+00:00,371011.00942406,2662791.66653458,24.071982958795534,55.731126832056866
AAM_0072,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1632.08355713,,,1900-01-01 00:00:00+00:00,372319.23931501,2663212.49521946,24.076005705590745,55.74399777721449
AAM_0073,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1513.55383301,,,1900-01-01 00:00:00+00:00,371500.88582491,2664879.60524864,24.090991258449513,55.73580643527403
AAM_0074,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1286.63781738,,,1900-01-01 00:00:00+00:00,371427.37396549,2664860.29616076,24.09081111554016,55.73508528118279
AAM_0075,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,849.00689697,,,1900-01-01 00:00:00+00:00,371300.12306123,2664323.08961496,24.085954572288088,55.733880580079784
AAM_0076,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,1424.96984863,,,1900-01-01 00:00:00+00:00,370596.00696621,2664662.94233239,24.088963175695426,55.72692449684084
AAM_0077,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,6895.72619629,,,1900-01-01 00:00:00+00:00,372528.47993069,2662136.2551357,24.066351914637917,55.74614070617695
AAM_0078,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,3291.33276367,,,1900-01-01 00:00:00+00:00,372570.89222078,2662464.22128678,24.069324738633632,55.74655281354563
AAM_0079,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,2886.78253174,,,1900-01-01 00:00:00+00:00,371957.80225323,2661817.80139112,24.063373691060967,55.74057307410763
AAM_0080,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,862.42150879,,,1900-01-01 00:00:00+00:00,371792.20443196,2661850.26237573,24.063654141149584,55.73895392990508
AAM_0081,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,2829.7076416,,,1900-01-01 00:00:00+00:00,371895.79793517,2661895.50206676,24.06406675904858,55.740043085233495
AAM_0082,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,6188.35961914,,,1900-01-01 00:00:00+00:00,372261.4116834,2663592.58874372,24.079354495595872,55.74338933940786
AAM_0083,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,6129.7064209,,,1900-01-01 00:00:00+00:00,371918.96403287,2664520.0485831,24.08753898540615,55.73992781184858
AAM_0084,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,6551.09783936,,,1900-01-01 00:00:00+00:00,371865.44622227,2664919.50506007,24.091374441808025,55.7394008745838
AAM_0085,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,4409.43414307,,,1900-01-01 00:00:00+00:00,371110.24680102,2662017.83440177,24.065047246037334,55.73218610141938
AAM_0086,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,5253.24291992,,,1900-01-01 00:00:00+00:00,371118.59067662,2662350.29250777,24.068027512491614,55.73218949082953
AAM_0087,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Local,6272.14923096,,,1900-01-01 00:00:00+00:00,371053.5329141,2662593.55504626,24.07026362799246,55.731594305212916
AAM_0088,AAM,PARK_Al_Ain,EPSG:32640,N/A,N/A,Neighbourhood,14562.19750977,,,1900-01-01 00:00:00+00:00,366942.48926351,2664446.02868466,24.08667461223178,55.69098998476304
AAM_0089,AAM,PARK_Al_Ain,EPSG:32640,N/A,ممشى عشارج,District,105010.55706787,,,1900-01-01 00:00:00+00:00,365091.92580078,2674743.65012759,24.17960641406576,55.67152569682113
AAM_0090,AAM,PARK_Al_Ain,EPSG:32640,Al Hayer Park,حديقة الهير,Neighbourhood,32158.90185547,,,1900-01-01 00:00:00+00:00,372813.87977221,2720208.24644733,24.59070979700439,55.7437841929697
AAM_0091,AAM,PARK_Al_Ain,EPSG:32640,Al Shwaib,حديقة الشويب,Neighbourhood,23109.35443115,,,1900-01-01 00:00:00+00:00,377468.78313595,2736693.47378767,24.739946402865762,55.78832843607152
AAM_0092,AAM,PARK_Al_Ain,EPSG:32640,Al Faqa Park,حديقة الفقع,Neighbourhood,36482.71020508,,,1900-01-01 00:00:00+00:00,360174.0871099,2733715.01975294,24.711571621677777,55.61763085971708
AAM_0093,AAM,PARK_Al_Ain,EPSG:32640,Nahil Park,حديقة ناهل,District,72845.79669189,,,1900-01-01 00:00:00+00:00,349010.68102043,2712024.90490921,24.514673009909952,55.50963121877324
AAM_0094,AAM,PARK_Al_Ain,EPSG:32640,Al Hayer Amusement Park,متنزه الهير الترفيهي,District,323511.47949219,,,1900-01-01 00:00:00+00:00,372523.75652052,2718981.66052748,24.579614441974798,55.74102314567593
AAM_0095,AAM,PARK_Al_Ain,EPSG:32640,Al Hayer Oasis Park,منتزه واحة الهير,District,65440.19909668,,,1900-01-01 00:00:00+00:00,373125.15268067,2720357.2816201,24.59214425943354,55.74679183212746
AAM_0096,AAM,PARK_Al_Ain,EPSG:32640,Community Park,حديقة مجتمعية,Neighbourhood,13690.10412598,,,1900-01-01 00:00:00+00:00,374739.42150452,2722383.17195392,24.610497669345346,55.76262236998691
AAM_0097,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الهير المصغرة رقم 3,Local,638.29937744,,,1900-01-01 00:00:00+00:00,376941.91303463,2721577.32559751,24.603398713863967,55.78444590142218
AAM_0098,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 300 فيلا (حديقة عائلية 1),Local,7138.64385986,,,1900-01-01 00:00:00+00:00,374123.56129852,2722371.35735536,24.610342281357195,55.75652785881057
AAM_0099,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  300 فيلا رقم 5,Local,1706.00024414,,,1900-01-01 00:00:00+00:00,374057.41998855,2722426.04426138,24.610837490675426,55.75588104878974
AAM_0100,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الفقع المصغرة,Local,691.96624756,,,1900-01-01 00:00:00+00:00,361026.58450513,2734204.19678897,24.71605375239934,55.62602169752048
AAM_0101,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الفقع المصغرة الجديدة 1,Local,699.48016357,,,1900-01-01 00:00:00+00:00,359318.63828783,2730825.48903751,24.68539256504815,55.6094785096703
AAM_0102,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الشويب المصغرة,Local,650.46862793,,,1900-01-01 00:00:00+00:00,377945.7176,2736948.5887,24.742272782954835,55.793024552856586
AAM_0103,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الشويب المصغرة االجديدة,Local,677.14575195,,,1900-01-01 00:00:00+00:00,376675.98136458,2736238.8723631,24.73576284828121,55.780533038788725
AAM_0104,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة سويحان المصغرة,Local,677.74578857,,,1900-01-01 00:00:00+00:00,332674.97109883,2707261.99551613,24.469995908945236,55.348997783242034
AAM_0105,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة سويحان المصغرة الجديدة  1,Local,699.7230835,,,1900-01-01 00:00:00+00:00,332194.48027758,2706955.01462115,24.46717264851067,55.34429454005888
AAM_0106,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة سويحان الجديدة المصغرة 2,Local,698.9576416,,,1900-01-01 00:00:00+00:00,330934.57070833,2706846.52181424,24.466056507112953,55.33188022726672
AAM_0107,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة ناهل المصغرة,Local,648.50201416,,,1900-01-01 00:00:00+00:00,351880.13997483,2712708.99723054,24.521126898347795,55.53787572260054
AAM_0108,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة ناهل1,Local,699.75653076,,,1900-01-01 00:00:00+00:00,345339.71855746,2711278.93642549,24.50757632592562,55.47348740710854
AAM_0109,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة ناهل2,Local,699.99835205,,,1900-01-01 00:00:00+00:00,350706.48156075,2712345.29675205,24.51773046813424,55.52633159253423
AAM_0110,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة ناهل3,Local,697.53955078,,,1900-01-01 00:00:00+00:00,347404.03637995,2711742.58325817,24.51196702612591,55.49380671747861
AAM_0111,AAM,PARK_Al_Ain,EPSG:32640,N/A,منطقة ألعاب الهير,Local,2948.48913574,,,1900-01-01 00:00:00+00:00,374311.24913039,2719595.72007172,24.585293672007854,55.7586417976774
AAM_0112,AAM,PARK_Al_Ain,EPSG:32640,N/A,منطقة ألعاب ناهل,Local,2979.96826172,,,1900-01-01 00:00:00+00:00,352454.38988435,2712816.44665776,24.52215184892591,55.54353164192725
AAM_0113,AAM,PARK_Al_Ain,EPSG:32640,N/A,منطقة ألعاب الشويب,Local,2949.12652588,,,1900-01-01 00:00:00+00:00,376728.2559528,2736678.52635973,24.73973667189343,55.78101078782608
AAM_0114,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  300 فيلا رقم 1,Local,1762.38549805,,,1900-01-01 00:00:00+00:00,375128.24954035,2722822.84811485,24.614502281971568,55.766427552933266
AAM_0115,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  300 فيلا رقم 2,Local,2134.3805542,,,1900-01-01 00:00:00+00:00,375194.30651479,2722509.49720159,24.61166581572976,55.76709820242616
AAM_0116,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  300 فيلا رقم 3,Local,2483.99694824,,,1900-01-01 00:00:00+00:00,375115.97662331,2722397.83476081,24.61070205803855,55.76633989410731
AAM_0117,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  300 فيلا رقم 4,Local,1924.97613525,,,1900-01-01 00:00:00+00:00,374436.23063695,2722162.27434206,24.60846956635006,55.759649065037166
AAM_0118,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  204 فيلا رقم 1,Local,2314.22387695,,,1900-01-01 00:00:00+00:00,330277.08093355,2706200.24805103,24.460150289970777,55.32547237548233
AAM_0119,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  204 فيلا رقم 2,Local,1799.99798584,,,1900-01-01 00:00:00+00:00,330174.90920341,2706132.02479486,24.459523210921667,55.324472812260375
AAM_0120,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  204 فيلا رقم 3,Local,5977.90301514,,,1900-01-01 00:00:00+00:00,329538.58035293,2706465.12624596,24.462459564191107,55.31807225708245
AAM_0121,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة  204 فيلا رقم 4,Local,3637.07049561,,,1900-01-01 00:00:00+00:00,329381.01578676,2706408.13781636,24.461934667991933,55.31659029528068
AAM_0122,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 300 فيلا (حديقة عائلية 2),Local,4111.52600098,,,1900-01-01 00:00:00+00:00,374457.06006891,2722499.36799266,24.611524241166883,55.75982034253612
AAM_0123,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 300 فيلا (حديقة عائلية 3),Local,4170.93701172,,,1900-01-01 00:00:00+00:00,374878.70292745,2722655.88609592,24.61297382548213,55.76396429357529
AAM_0124,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 204 فيلا (حديقة مجتمعية1 ),Local,4319.94781494,,,1900-01-01 00:00:00+00:00,330045.54634367,2706289.74064973,24.460932901722362,55.32317806370472
AAM_0125,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 204 فيلا (حديقة مجتمعية2 ),Local,3529.49871826,,,1900-01-01 00:00:00+00:00,329943.54827542,2706277.8667052,24.460824699163926,55.3221917592583
AAM_0126,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 204 فيلا (حديقة عائلية 1),Local,3554.72497559,,,1900-01-01 00:00:00+00:00,330030.67989486,2706153.64941996,24.45970419606818,55.3230436400024
AAM_0127,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 204 فيلا (حديقة عائلية 2),Local,5347.50622559,,,1900-01-01 00:00:00+00:00,329775.14159304,2706276.02160201,24.460779428471092,55.32051271211454
AAM_0128,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 204 فيلا (حديقة عائلية 3),Local,3870.00201416,,,1900-01-01 00:00:00+00:00,329431.95112108,2706202.08652173,24.460084540905342,55.31713909561818
AAM_0129,AAM,PARK_Al_Ain,EPSG:32640,N/A,حدائق 204 فيلا (حديقة عائلية 4),Local,3810.00091553,,,1900-01-01 00:00:00+00:00,329669.99289573,2705779.82787234,24.456284601271165,55.319543492840616
AAM_0130,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الهيرالمصغرة رقم 1,Local,675.70892334,,,1900-01-01 00:00:00+00:00,373664.40362817,2721106.17011083,24.598879384989754,55.75211923869064
AAM_0131,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (الخزنة - شعبية الخزنة),Local,680.09661865,,,1900-01-01 00:00:00+00:00,310216.4061,2674060.277,24.16769844907209,55.131883680547936
AAM_0132,AAM,PARK_Al_Ain,EPSG:32640,N/A,السلامات 2,Local,660.58026123,,,1900-01-01 00:00:00+00:00,356638.1327,2678887.52355,24.216197537460843,55.58822568396551
AAM_0133,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مشتل مزيد رقم 1,Local,1379.31414795,,,1900-01-01 00:00:00+00:00,382049.92452432,2660361.78297747,24.05101932877757,55.83993734506535
AAM_0134,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الأمل,Local,8099.73291016,,,1900-01-01 00:00:00+00:00,382185.9244,2663352.72365,24.078038637170724,55.8410320831237
AAM_0135,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (الالف مسكن),Local,680.16674805,,,1900-01-01 00:00:00+00:00,355385.97925,2682488.16815,24.248593723010405,55.57553610463417
AAM_0136,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (الساد- الشعبية القديمة),Local,673.25646973,,,1900-01-01 00:00:00+00:00,345588.97205,2678709.47435,24.213542602997343,55.47946563559288
AAM_0137,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (الساد -الشعبية الجديدة),Local,995.53106689,,,1900-01-01 00:00:00+00:00,347362.15196372,2679231.3988939,24.21842455997375,55.49686471674628
AAM_0138,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة حي عالية 1,Local,668.75115967,,,1900-01-01 00:00:00+00:00,349772.06555,2676159.64745,24.190925773097348,55.52091272253434
AAM_0139,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة العراد المصغرة,Local,735.23925781,,,1900-01-01 00:00:00+00:00,348538.73799805,2638275.4061104,23.848743091148123,55.512714049822826
AAM_0140,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة اليحر / شمال,District,66603.0512085,,,1900-01-01 00:00:00+00:00,351356.97130382,2679279.74679716,24.219261315521994,55.536167263015905
AAM_0141,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة اليحر / جنوب,Neighbourhood,39505.61120605,,,1900-01-01 00:00:00+00:00,351304.26942416,2678524.79058025,24.212421632366887,55.5357522635252
AAM_0142,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة أم غافة,Neighbourhood,15069.31817627,,,1900-01-01 00:00:00+00:00,388386.18367799,2664454.52616697,24.088456726805557,55.90195053892462
AAM_0143,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الظاهر,District,55916.00482178,,,1900-01-01 00:00:00+00:00,381756.40656978,2665683.48548909,24.099062490135182,55.83662584931615
AAM_0144,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الوقن للعائلات,Neighbourhood,21819.69091797,,,1900-01-01 00:00:00+00:00,353505.99936581,2615133.9787473,23.64025242858309,55.56377854610855
AAM_0145,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الوقن للنساء والأطفال,Local,9720.53582764,,,1900-01-01 00:00:00+00:00,353207.89314486,2615148.59729577,23.640305515861677,55.56079552063979
AAM_0146,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة القوع للعائلات,Neighbourhood,49774.84881592,,,1900-01-01 00:00:00+00:00,339094.69496596,2590490.5268995,23.41636021045172,55.42516921919907
AAM_0147,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الخزنة,Neighbourhood,15709.92974854,,,1900-01-01 00:00:00+00:00,308189.97258317,2674381.70404821,24.170360384276318,55.11192952606817
AAM_0148,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة المقام,District,54237.71472168,,,1900-01-01 00:00:00+00:00,360911.16985352,2675953.66465338,24.190093851837737,55.63059161447724
AAM_0149,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة أبو سمرة,Neighbourhood,22629.42633057,,,1900-01-01 00:00:00+00:00,336575.1372536,2677898.58560534,24.205311417049504,55.39082198625224
AAM_0150,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة السلامات,District,82625.27947998,,,1900-01-01 00:00:00+00:00,355803.92096347,2677716.3536656,24.205334922702466,55.57997784649297
AAM_0151,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة رماح,Neighbourhood,10401.17437744,,,1900-01-01 00:00:00+00:00,327688.99149538,2674602.81057481,24.17458522353755,55.30373330602819
AAM_0152,AAM,PARK_Al_Ain,EPSG:32640,N/A,استراحة رماح,District,64628.1003418,,,1900-01-01 00:00:00+00:00,327571.69098672,2674892.29102511,24.17719164290624,55.302532864102155
AAM_0153,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (حي السمر),Local,989.75408936,,,1900-01-01 00:00:00+00:00,352218.86028198,2681062.9704543,24.235427133740476,55.54449166574021
AAM_0154,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (حي الرفاعة),Local,989.75372314,,,1900-01-01 00:00:00+00:00,353429.45027533,2681096.89949117,24.235847081052114,55.55640914155009
AAM_0155,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (الواحة العامرة),Local,679.30041504,,,1900-01-01 00:00:00+00:00,350585.80921101,2679346.4047467,24.219776707488982,55.52859210893774
AAM_0156,AAM,PARK_Al_Ain,EPSG:32640,N/A,الساد 1,Local,2989.12408447,,,1900-01-01 00:00:00+00:00,346131.54795,2679522.28485,24.220934593924063,55.484720262067896
AAM_0157,AAM,PARK_Al_Ain,EPSG:32640,N/A,الساد 2,Local,2972.70770264,,,1900-01-01 00:00:00+00:00,346210.6234,2679934.86865,24.22466749944997,55.48545471149503
AAM_0158,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 1,Local,698.31933594,,,1900-01-01 00:00:00+00:00,382734.80801071,2659179.39455697,24.04039270563758,55.846767608785754
AAM_0159,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 2,Local,677.92462158,,,1900-01-01 00:00:00+00:00,382531.7928,2660771.31955,24.054753357611798,55.84464275281966
AAM_0160,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 3,Local,666.43731689,,,1900-01-01 00:00:00+00:00,384339.27903763,2663054.32049264,24.075502966250824,55.86223568553732
AAM_0161,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 4,Local,651.82019043,,,1900-01-01 00:00:00+00:00,382079.95199298,2662643.6719604,24.07162775712184,55.8400473745079
AAM_0162,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 6,Local,665.55535889,,,1900-01-01 00:00:00+00:00,382225.88425188,2663955.55638961,24.083485398186127,55.84137618680893
AAM_0163,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 7,Local,670.08258057,,,1900-01-01 00:00:00+00:00,385342.45065,2664158.7991,24.085549965414643,55.87201519777606
AAM_0164,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 8,Local,661.96508789,,,1900-01-01 00:00:00+00:00,390609.66389428,2664866.57418811,24.092315015277006,55.923772607339245
AAM_0165,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 10,Local,3010.38708496,,,1900-01-01 00:00:00+00:00,389062.98870348,2665355.38618755,24.09662138026104,55.90852051810787
AAM_0166,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة رقم 11,Local,674.06207275,,,1900-01-01 00:00:00+00:00,381202.28151037,2666365.77315685,24.105173734691466,55.831110469924816
AAM_0167,AAM,PARK_Al_Ain,EPSG:32640,N/A,الشبحات,Local,2958.6036377,,,1900-01-01 00:00:00+00:00,379173.27309639,2676592.26680936,24.197366569602362,55.8102948994994
AAM_0168,AAM,PARK_Al_Ain,EPSG:32640,N/A,الشبحات,Local,1132.71655273,,,1900-01-01 00:00:00+00:00,379129.79660942,2676650.99625279,24.197893559694556,55.80986196274481
AAM_0169,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة أم غافة2 (الجوري),Local,6358.34912109,,,1900-01-01 00:00:00+00:00,387658.24290448,2665549.78564548,24.09827760584918,55.89468678091983
AAM_0170,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة  (حديقة المريخات المصغره) او حديقة رقم 9,Local,5240.53063965,,,1900-01-01 00:00:00+00:00,390234.87286805,2665419.01170027,24.09728137147191,55.92004283976439
AAM_0171,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الاريام المصغرة,Local,1387.41882324,,,1900-01-01 00:00:00+00:00,388021.7010145,2665050.98394302,24.093802480355667,55.89829185027385
AAM_0172,AAM,PARK_Al_Ain,EPSG:32640,N/A,مزيد,Local,2992.57818604,,,1900-01-01 00:00:00+00:00,382380.4603,2658404.3244,24.033367234136563,55.843346042091355
AAM_0173,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة النافورة,Local,9568.43481445,,,1900-01-01 00:00:00+00:00,352717.92118279,2613846.97750756,23.628554097351582,55.55620044672528
AAM_0174,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الظاهرة المصغرة,Local,7497.77374268,,,1900-01-01 00:00:00+00:00,355026.27759615,2654653.85422799,23.997217954550397,55.57477871957958
AAM_0175,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الظاهرة المصغرة الجديدة,Local,2982.36334229,,,1900-01-01 00:00:00+00:00,354378.21640199,2655441.90046901,24.004291582983825,55.568332848646506
AAM_0176,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة العراد المصغرة الجديدة,Local,599.4654541,,,1900-01-01 00:00:00+00:00,349024.67405359,2638392.95773722,23.849850502990215,55.51747241566144
AAM_0177,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة بوكرية المصغرة,Local,884.24755859,,,1900-01-01 00:00:00+00:00,336388.09230456,2641649.15248146,23.878006349101938,55.39305912877354
AAM_0178,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة بوكرية المصغرة الجديدة,Local,675.09570313,,,1900-01-01 00:00:00+00:00,337175.22750848,2642179.04081717,23.882871167938443,55.40072894663368
AAM_0179,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة القوع المصغرة,Local,1319.36682129,,,1900-01-01 00:00:00+00:00,338033.90800319,2588283.71150817,23.396325533178544,55.41503203503929
AAM_0180,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة القوع المصغرة الجديدة,Local,2298.77172852,,,1900-01-01 00:00:00+00:00,337626.17194476,2591482.66062682,23.425171944426413,55.41069076570852
AAM_0181,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة مصغرة (رماح - مكحولة),Local,669.15032959,,,1900-01-01 00:00:00+00:00,330927.11294883,2677877.03754792,24.20451762945247,55.33522890949302
AAM_0182,AAM,PARK_Al_Ain,EPSG:32640,N/A,السلامات 1,Local,992.01159668,,,1900-01-01 00:00:00+00:00,357531.33158826,2679490.87732428,24.22172966981698,55.596959982975704
AAM_0183,AAM,PARK_Al_Ain,EPSG:32640,N/A,المقام,Neighbourhood,31249.62744141,,,1900-01-01 00:00:00+00:00,360970.77462194,2676574.61228833,24.195720265374952,55.63109916635558
AAM_0184,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة شعبية المقام,Local,1748.90948486,,,1900-01-01 00:00:00+00:00,359584.49245385,2674731.74251085,24.178935825322693,55.617640950592076
AAM_0185,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الفقع الجديده,Neighbourhood,19257.85314941,,,1900-01-01 00:00:00+00:00,360573.44814678,2733998.1735021,24.714175139955376,55.621574272689905
AAM_0186,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة فلج هزاع المصغرة,Local,2968.63165283,,,1900-01-01 00:00:00+00:00,369569.12415,2675253.74495,24.18451246191197,55.715867784163684
AAM_0187,AAM,PARK_Al_Ain,EPSG:32640,N/A,منطقة ألعاب الشعبية الحمراء,Local,680.82073975,,,1900-01-01 00:00:00+00:00,375460.45425702,2685188.24723914,24.27469790234693,55.77299952022263
AAM_0188,AAM,PARK_Al_Ain,EPSG:32640,N/A,منطقة ألعاب النايفة,Local,673.55841064,,,1900-01-01 00:00:00+00:00,373223.4376,2689246.0303,24.31115934613224,55.75060519373394
AAM_0189,AAM,PARK_Al_Ain,EPSG:32640,N/A,منطقة ألعاب الفوعة مول,Local,659.01123047,,,1900-01-01 00:00:00+00:00,377604.40375,2693049.93475,24.34585723781783,55.793447182389336
AAM_0190,AAM,PARK_Al_Ain,EPSG:32640,N/A,حديقة الهير المصغرة رقم 2,Local,675.01904297,,,1900-01-01 00:00:00+00:00,375317.579,2721984.6761,24.60694631397741,55.76836785479366
DRM_0001,DRM,PARK_Al_Dhafra,EPSG:32639,,,District,235280.28003859,Sheikha Salama Bint Butti Rd,طريق الشيخة سلامة بنت بطي,1900-01-01 00:00:00+00:00,777455.6726,2615640.43245,23.627622115467275,53.71941306555101
DRM_0002,DRM,PARK_Al_Dhafra,EPSG:32639,,,Neighbourhood,12000.0019689,Al Masoun St,شارع المَصُون,1900-01-01 00:00:00+00:00,775447.4855,2615786.54345,23.62928411108757,53.69977439862442
